iter	Logloss
839	0.1374888278
840	0.1374406207
841	0.1371706661
842	0.1371620688
843	0.1371531317
844	0.1369563758
845	0.1369192688
846	0.1368061032
847	0.136768902
848	0.1365923222
849	0.1364800401
850	0.1364763157
851	0.1362932169
852	0.1361071829
853	0.1359409146
854	0.1358839015
855	0.1358343239
856	0.1357335922
857	0.1356644773
858	0.135564301
859	0.1355058787
860	0.1354358896
861	0.1351947055
862	0.1351584062
863	0.1350085551
864	0.1350008316
865	0.13486678
866	0.1348581038
867	0.1347700271
868	0.1347668143
869	0.1346508635
870	0.1345768136
871	0.1344781612
872	0.1343073436
873	0.1342966213
874	0.1341082147
875	0.1339831162
876	0.1338673456
877	0.1338328447
878	0.133828559
879	0.1337222996
880	0.1335383356
881	0.1335381787
882	0.1335251939
883	0.1334477503
884	0.1332951229
885	0.1332654943
886	0.1331873933
887	0.1330828066
888	0.1330823204
889	0.1329831397
890	0.1328547898
891	0.1328501553
892	0.132580746
893	0.1325697869
894	0.132419022
895	0.1323888701
896	0.1323273648
897	0.1322325663
898	0.1321807293
899	0.1320539177
900	0.1320337603
901	0.1318707116
902	0.1317188765
903	0.1316945431
904	0.1316659719
905	0.1315206045
906	0.1313544126
907	0.1312858236
908	0.131257155
909	0.1311611952
910	0.1311611524
911	0.1311432481
912	0.1311432054
913	0.131119075
914	0.1310429998
915	0.1309828304
916	0.1309701756
917	0.130879
918	0.1306880205
919	0.1306880095
920	0.1306767277
921	0.1305611594
922	0.1304443916
923	0.1301632875
924	0.1299797279
925	0.129849454
926	0.1296111214
927	0.1295354168
928	0.12948688
929	0.1294740547
930	0.1294643548
931	0.1292753458
932	0.1291014313
933	0.1290364457
934	0.1289231739
935	0.128873446
936	0.1288734449
937	0.1288323755
938	0.1287448444
939	0.1287269854
940	0.1287269831
941	0.1285275701
942	0.1284360074
943	0.1283632748
944	0.1282959638
945	0.1281253136
946	0.1281027144
947	0.1280430114
948	0.1280306626
949	0.1280065557
950	0.1279849098
951	0.127962845
952	0.1277922392
953	0.1276834723
954	0.1276566504
955	0.1276533264
956	0.127627765
957	0.1276106247
958	0.1276049111
959	0.1274716285
960	0.1273281362
961	0.1272343993
962	0.1272038811
963	0.1271194952
964	0.127055239
965	0.1269898911
966	0.126979738
967	0.1269461731
968	0.1269402211
969	0.1268380108
970	0.1268380055
971	0.1266898711
972	0.1266026123
973	0.1263788511
974	0.1263779939
975	0.1263258634
976	0.1262244645
977	0.1261177178
978	0.1259590981
979	0.1257980602
980	0.1257979573
